cement_normalized,water_normalized,superplastic_normalized,converted_age,cement_slag,cement_ash,water_fineagg,ash_superplastic,converted_strength
0.08972602739726032,0.6525559105431309,0.0,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.15273972602739727,0.2915335463258788,0.3354037267080745,4,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.33789954337899536,0.5239616613418532,0.17080745341614906,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.37442922374429216,0.8482428115015974,0.0,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.12054794520547946,0.5710862619808308,0.2826086956521739,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.3493150684931507,0.560702875399361,0.0,7,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.14794520547945206,0.6525559105431309,0.0,3,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.34109589041095895,0.5327476038338659,0.19875776397515527,6,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.4429223744292237,0.560702875399361,0.0,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.12100456621004568,0.5766773162939298,0.2795031055900621,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.11369863013698633,0.3650159744408945,0.5683229813664595,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.16210045662100453,0.560702875399361,0.0,2,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.6461187214611872,0.5127795527156549,0.0,4,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.3093607305936073,0.8482428115015974,0.0,3,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.14840182648401828,0.5047923322683707,0.21739130434782605,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.25525114155251144,0.4784345047923322,0.20807453416149066,9,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.3093607305936073,0.8482428115015974,0.0,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.5342465753424657,0.48083067092651754,0.09316770186335402,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.2025114155251141,0.3218849840255591,0.24223602484472045,2,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.4810502283105022,0.4496805111821085,0.24844720496894407,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.291552511415525,0.5862619808306708,0.18944099378881984,2,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.2876712328767123,0.5103833865814695,0.0,3,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.3059360730593607,0.560702875399361,0.0,3,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.0684931506849315,0.4568690095846646,0.15527950310559005,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.5228310502283104,0.560702875399361,0.0,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.4748858447488585,0.3690095846645367,0.3105590062111801,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.4611872146118721,0.8482428115015974,0.0,7,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.7374429223744292,0.25319488817891367,0.5124223602484471,8,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,5
0.14634703196347032,0.4369009584664536,0.13975155279503104,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.3493150684931507,0.5367412140575081,0.18633540372670804,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.5410958904109588,0.6006389776357828,0.0,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.8515981735159817,0.8482428115015974,0.0,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.09977168949771686,0.48003194888178924,0.10559006211180123,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.48173515981735154,0.04153354632587858,0.24844720496894407,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.5228310502283104,0.560702875399361,0.0,7,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.1735159817351598,0.46405750798722045,0.11180124223602483,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.14383561643835613,0.3354632587859425,0.0,4,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.39999999999999997,0.31070287539936103,0.3478260869565217,4,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.5091324200913241,0.49680511182108633,0.0,3,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.14840182648401828,0.33706070287539935,0.2453416149068323,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.2116438356164383,0.3865814696485623,0.23291925465838506,4,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.33059360730593607,0.17172523961661357,0.3726708074534161,6,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,5
0.639269406392694,0.5047923322683707,0.0,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.10730593607305933,0.48881789137380194,0.21739130434782605,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.9801369863013696,0.15974440894568698,0.8757763975155278,8,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,5
0.6506849315068493,0.28115015974440905,0.3602484472049689,6,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,5
0.2089041095890411,0.5103833865814695,0.0,3,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.5114155251141552,0.6166134185303513,0.3416149068322981,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.5385844748858446,0.4241214057507987,0.29503105590062106,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.7374429223744292,0.25319488817891367,0.5124223602484471,2,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.2237442922374429,0.5447284345047922,0.0,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.5228310502283104,0.560702875399361,0.0,11,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.2668949771689498,0.2931309904153354,0.35093167701863354,6,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.30136986301369856,0.5367412140575081,0.18322981366459626,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.47465753424657525,0.3674121405750801,0.686335403726708,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.5662100456621004,0.5127795527156549,0.0,3,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.182648401826484,0.3865814696485623,0.2546583850931676,9,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.8630136986301369,0.560702875399361,0.0,3,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.4422374429223744,0.39696485623003186,0.2763975155279503,4,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.33789954337899536,0.5239616613418532,0.17080745341614906,9,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.1735159817351598,0.46405750798722045,0.11180124223602483,2,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.30091324200913244,0.6078274760383386,0.14285714285714282,2,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.2116438356164383,0.34984025559105425,0.23291925465838506,9,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.6335616438356164,0.25638977635782756,0.49378881987577633,6,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,5
0.5262557077625571,0.8482428115015974,0.0,14,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.5662100456621004,0.6485623003194889,0.0,6,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.30821917808219174,1.0,0.18633540372670804,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.31073059360730587,0.5183706070287539,0.21739130434782605,9,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.4422374429223744,0.39696485623003186,0.2763975155279503,9,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,5
0.5061643835616438,0.4952076677316295,0.3198757763975155,3,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.2237442922374429,0.560702875399361,0.0,2,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.547945205479452,0.8482428115015974,0.0,7,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,5
0.6543378995433791,0.2883386581469649,0.3757763975155279,2,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.10456621004566213,0.3945686900958465,0.06832298136645962,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.4301369863013698,0.36980830670926523,0.2919254658385093,6,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.9086757990867578,0.6246006389776357,0.0,4,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.4155251141552511,0.4568690095846646,0.17080745341614906,3,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.14383561643835613,0.42571884984025554,0.2515527950310559,2,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.265296803652968,0.15175718849840258,0.3695652173913043,2,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.15273972602739727,0.2915335463258788,0.3354037267080745,6,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.20159817351598175,0.32028753993610226,0.3074534161490683,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,2
0.0319634703196347,0.560702875399361,0.0,7,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.39954337899543374,0.5527156549520766,0.0,7,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
0.6255707762557077,0.7412140575079871,0.0,9,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,4
0.3059360730593607,0.5766773162939298,0.0,4,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,1
0.39041095890410954,0.6166134185303513,0.3416149068322981,5,-0.015764163041896928,-0.030330714022612792,-0.01546096090351711,0.022399119498482865,3
